AC,AF,AR,AS,AST,AY,AwayTeam,B365A,B365D,B365H,BWA,BWD,BWH,Date,Day,Div,FTAG,FTHG,FTR,HC,HF,HR,HS,HST,HTAG,HTHG,HTR,HY,HomeTeam,IWA,IWD,IWH,Month,Referee,VCA,VCD,VCH,Year,season
11.0,10.0,0.0,19.0,6.0,1.0,Leicester,2.55,3.3,2.8,2.55,3.3,2.85,2021-01-27,27,E0,1.0,1.0,D,5.0,12.0,0.0,8.0,2.0,0.0,1.0,H,1.0,Everton,2.6,3.2,2.8,01,M Dean,2.6,3.25,2.8,2021,2021
2.0,11.0,0.0,14.0,7.0,2.0,Liverpool,2.2,3.6,3.2,2.2,3.7,3.1,2021-01-28,28,E0,3.0,1.0,A,1.0,9.0,0.0,3.0,2.0,1.0,0.0,A,1.0,Tottenham,2.2,3.5,3.2,01,M Atkinson,2.2,3.5,3.25,2021,2021
12.0,6.0,0.0,13.0,3.0,4.0,Newcastle,6.5,4.0,1.55,6.5,4.0,1.55,2021-01-30,30,E0,2.0,0.0,A,7.0,13.0,0.0,11.0,3.0,0.0,0.0,D,3.0,Everton,6.0,3.9,1.6,01,S Attwell,6.5,3.9,1.57,2021,2021
6.0,10.0,0.0,6.0,4.0,2.0,Wolves,2.55,3.2,2.87,2.6,3.1,2.9,2021-01-30,30,E0,0.0,1.0,H,1.0,7.0,0.0,11.0,2.0,0.0,0.0,D,1.0,Crystal Palace,2.6,3.05,2.95,01,S Hooper,2.6,3.0,3.0,2021,2021
0.0,10.0,0.0,4.0,1.0,3.0,Sheffield United,18.0,9.0,1.12,19.5,8.0,1.14,2021-01-30,30,E0,0.0,1.0,H,10.0,7.0,0.0,10.0,5.0,0.0,1.0,H,0.0,Man City,23.0,8.5,1.12,01,D Coote,21.0,9.0,1.13,2021,2021
3.0,10.0,0.0,12.0,7.0,0.0,Fulham,2.3,3.2,3.3,2.3,3.2,3.3,2021-01-30,30,E0,2.0,2.0,D,2.0,9.0,0.0,5.0,3.0,1.0,0.0,A,1.0,West Brom,2.3,3.2,3.3,01,A Taylor,2.3,3.2,3.3,2021,2021
7.0,16.0,0.0,14.0,3.0,3.0,Man United,2.45,3.5,2.8,2.5,3.25,2.9,2021-01-30,30,E0,0.0,0.0,D,4.0,9.0,0.0,17.0,3.0,0.0,0.0,D,1.0,Arsenal,2.5,3.4,2.85,01,M Oliver,2.5,3.4,2.8,2021,2021
1.0,11.0,0.0,8.0,4.0,0.0,Aston Villa,2.37,3.6,2.8,2.4,3.6,2.8,2021-01-30,30,E0,1.0,0.0,A,7.0,12.0,0.0,20.0,5.0,1.0,0.0,A,1.0,Southampton,2.4,3.55,2.85,01,L Mason,2.4,3.5,2.88,2021,2021
2.0,9.0,0.0,1.0,0.0,1.0,Burnley,9.5,5.0,1.33,9.0,5.25,1.33,2021-01-31,31,E0,0.0,2.0,H,4.0,7.0,0.0,19.0,8.0,0.0,1.0,H,0.0,Chelsea,9.5,5.25,1.33,01,G Scott,9.0,5.25,1.33,2021,2021
4.0,16.0,0.0,8.0,7.0,3.0,Leeds,4.2,4.0,1.8,3.9,4.0,1.83,2021-01-31,31,E0,3.0,1.0,A,6.0,17.0,0.0,18.0,8.0,1.0,1.0,D,0.0,Leicester,4.1,3.95,1.8,01,C Kavanagh,4.2,3.9,1.8,2021,2021
5.0,8.0,0.0,14.0,5.0,0.0,Liverpool,1.75,4.0,4.33,1.78,3.9,4.25,2021-01-31,31,E0,3.0,1.0,A,6.0,7.0,0.0,8.0,2.0,0.0,0.0,D,2.0,West Ham,1.77,3.8,4.5,01,J Moss,1.8,3.8,4.33,2021,2021
2.0,11.0,0.0,8.0,4.0,1.0,Tottenham,2.25,3.4,3.2,2.35,3.3,3.1,2021-01-31,31,E0,0.0,1.0,H,9.0,11.0,0.0,16.0,5.0,0.0,1.0,H,2.0,Brighton,2.3,3.3,3.2,01,P Bankes,2.38,3.25,3.1,2021,2021
1.0,11.0,0.0,6.0,3.0,3.0,Crystal Palace,2.6,3.2,2.8,2.6,3.2,2.8,2021-02-02,02,E0,2.0,1.0,A,9.0,14.0,0.0,21.0,5.0,2.0,1.0,A,1.0,Newcastle,2.6,3.1,2.9,02,D England,2.6,3.13,2.9,2021,2021
3.0,6.0,2.0,3.0,1.0,3.0,Southampton,7.0,4.75,1.4,7.0,4.6,1.45,2021-02-02,02,E0,0.0,9.0,H,5.0,11.0,0.0,24.0,14.0,0.0,4.0,H,2.0,Man United,6.5,4.8,1.45,02,M Dean,7.5,4.8,1.4,2021,2021
2.0,9.0,0.0,8.0,4.0,1.0,West Brom,4.0,3.3,2.0,4.2,3.3,1.95,2021-02-02,02,E0,1.0,2.0,H,9.0,11.0,0.0,14.0,6.0,1.0,0.0,A,2.0,Sheffield United,3.85,3.2,2.1,02,P Tierney,4.0,3.2,2.05,2021,2021
6.0,8.0,2.0,9.0,3.0,2.0,Arsenal,2.1,3.3,3.6,2.15,3.25,3.6,2021-02-02,02,E0,1.0,2.0,H,9.0,11.0,0.0,11.0,7.0,1.0,1.0,D,3.0,Wolves,2.15,3.2,3.6,02,C Pawson,2.15,3.2,3.7,2021,2021
3.0,5.0,0.0,17.0,6.0,1.0,Man City,1.2,7.0,13.0,1.22,6.5,13.5,2021-02-03,03,E0,2.0,0.0,A,1.0,8.0,0.0,2.0,0.0,2.0,0.0,A,2.0,Burnley,1.22,6.25,14.0,02,M Atkinson,1.2,7.0,13.0,2021,2021
2.0,10.0,0.0,9.0,5.0,1.0,Leicester,1.9,3.5,4.0,1.91,3.5,4.1,2021-02-03,03,E0,2.0,0.0,A,5.0,17.0,0.0,8.0,1.0,2.0,0.0,A,3.0,Fulham,1.97,3.45,3.95,02,R Jones,1.95,3.4,4.1,2021,2021
1.0,12.0,0.0,10.0,6.0,3.0,Everton,2.7,3.5,2.5,2.8,3.75,2.35,2021-02-03,03,E0,2.0,1.0,A,7.0,12.0,0.0,16.0,7.0,2.0,0.0,A,2.0,Leeds,2.75,3.55,2.45,02,M Oliver,2.75,3.6,2.45,2021,2021
3.0,15.0,0.0,20.0,10.0,1.0,West Ham,3.25,3.4,2.2,3.4,3.4,2.15,2021-02-03,03,E0,3.0,1.0,A,7.0,11.0,0.0,9.0,2.0,0.0,0.0,D,1.0,Aston Villa,3.3,3.45,2.2,02,A Madley,3.3,3.5,2.15,2021,2021
3.0,6.0,0.0,13.0,4.0,0.0,Brighton,9.0,5.25,1.33,8.0,5.5,1.34,2021-02-03,03,E0,1.0,0.0,A,6.0,12.0,0.0,11.0,1.0,0.0,0.0,D,1.0,Liverpool,9.0,5.25,1.33,02,K Friend,9.0,5.0,1.36,2021,2021
7.0,14.0,0.0,18.0,2.0,3.0,Chelsea,2.1,3.4,3.5,2.1,3.4,3.6,2021-02-04,04,E0,1.0,0.0,A,2.0,20.0,0.0,7.0,2.0,1.0,0.0,A,2.0,Tottenham,2.15,3.4,3.45,02,A Marriner,2.15,3.4,3.4,2021,2021
7.0,12.0,0.0,14.0,3.0,2.0,Arsenal,2.6,3.5,2.62,2.6,3.6,2.6,2021-02-06,06,E0,0.0,1.0,H,3.0,12.0,0.0,12.0,8.0,0.0,1.0,H,3.0,Aston Villa,2.55,3.45,2.75,02,C Kavanagh,2.6,3.6,2.55,2021,2021
7.0,10.0,0.0,10.0,2.0,0.0,Brighton,2.2,3.1,3.6,2.2,3.2,3.5,2021-02-06,06,E0,1.0,1.0,D,8.0,8.0,0.0,20.0,7.0,1.0,0.0,A,2.0,Burnley,2.2,3.1,3.6,02,A Taylor,2.2,3.13,3.6,2021,2021
7.0,14.0,0.0,14.0,5.0,1.0,Southampton,2.4,3.3,3.0,2.45,3.2,3.0,2021-02-06,06,E0,2.0,3.0,H,0.0,11.0,1.0,6.0,4.0,1.0,3.0,H,2.0,Newcastle,2.45,3.25,2.95,02,C Pawson,2.5,3.3,2.9,2021,2021
3.0,10.0,1.0,8.0,1.0,2.0,West Ham,2.05,3.5,3.6,2.1,3.4,3.6,2021-02-06,06,E0,0.0,0.0,D,7.0,11.0,0.0,20.0,2.0,0.0,0.0,D,1.0,Fulham,2.1,3.45,3.55,02,M Dean,2.1,3.4,3.6,2021,2021
1.0,10.0,0.0,6.0,3.0,1.0,Everton,6.0,4.2,1.53,6.25,4.2,1.53,2021-02-06,06,E0,3.0,3.0,D,5.0,14.0,0.0,14.0,5.0,0.0,2.0,H,2.0,Man United,5.75,4.3,1.57,02,J Moss,6.0,4.2,1.55,2021,2021
8.0,8.0,0.0,9.0,3.0,0.0,Chelsea,1.45,4.5,7.0,1.5,4.1,7.25,2021-02-07,07,E0,2.0,1.0,A,1.0,8.0,0.0,8.0,3.0,1.0,0.0,A,1.0,Sheffield United,1.47,4.4,7.0,02,K Friend,1.45,4.33,7.5,2021,2021
1.0,8.0,0.0,8.0,5.0,1.0,Man City,2.05,3.6,3.4,2.05,3.7,3.4,2021-02-07,07,E0,4.0,1.0,A,6.0,13.0,0.0,8.0,3.0,0.0,0.0,D,2.0,Liverpool,2.2,3.4,3.4,02,M Oliver,2.1,3.6,3.4,2021,2021
0.0,12.0,0.0,4.0,1.0,2.0,West Brom,7.0,4.5,1.45,7.0,4.33,1.48,2021-02-07,07,E0,0.0,2.0,H,8.0,16.0,0.0,13.0,6.0,0.0,0.0,D,1.0,Tottenham,7.0,4.6,1.45,02,S Attwell,7.5,4.5,1.44,2021,2021
2.0,15.0,0.0,13.0,3.0,3.0,Leicester,2.1,3.4,3.5,2.15,3.4,3.4,2021-02-07,07,E0,0.0,0.0,D,8.0,11.0,0.0,13.0,1.0,0.0,0.0,D,1.0,Wolves,2.15,3.3,3.5,02,M Atkinson,2.15,3.25,3.6,2021,2021
3.0,8.0,0.0,8.0,3.0,2.0,Crystal Palace,4.2,3.8,1.8,4.1,3.8,1.85,2021-02-08,08,E0,0.0,2.0,H,5.0,7.0,0.0,17.0,7.0,0.0,1.0,H,0.0,Leeds,3.95,3.8,1.85,02,A Marriner,4.1,3.8,1.85,2021,2021
12.0,6.0,0.0,15.0,4.0,2.0,Liverpool,2.1,3.4,3.5,2.05,3.5,3.6,2021-02-13,13,E0,1.0,3.0,H,2.0,9.0,0.0,11.0,6.0,0.0,0.0,D,1.0,Leicester,2.15,3.45,3.4,02,A Taylor,2.1,3.5,3.5,2021,2021
4.0,14.0,0.0,16.0,4.0,0.0,Burnley,3.2,3.1,2.37,3.3,3.2,2.3,2021-02-13,13,E0,3.0,0.0,A,7.0,15.0,0.0,13.0,3.0,2.0,0.0,A,0.0,Crystal Palace,3.2,3.05,2.4,02,M Oliver,3.25,3.1,2.38,2021,2021
2.0,13.0,0.0,7.0,3.0,3.0,Tottenham,9.5,5.75,1.28,8.75,5.5,1.33,2021-02-13,13,E0,0.0,3.0,H,4.0,12.0,0.0,15.0,6.0,0.0,1.0,H,1.0,Man City,8.75,5.25,1.33,02,P Tierney,8.5,5.5,1.33,2021,2021
2.0,12.0,0.0,4.0,1.0,3.0,Aston Villa,2.5,3.5,2.7,2.55,3.4,2.75,2021-02-13,13,E0,0.0,0.0,D,9.0,16.0,0.0,26.0,9.0,0.0,0.0,D,2.0,Brighton,2.55,3.4,2.75,02,D England,2.6,3.4,2.7,2021,2021
4.0,16.0,0.0,12.0,3.0,1.0,Fulham,4.2,3.6,1.85,4.2,3.5,1.9,2021-02-14,14,E0,2.0,0.0,A,5.0,7.0,0.0,7.0,2.0,0.0,0.0,D,1.0,Everton,4.0,3.5,1.95,02,A Madley,4.2,3.5,1.91,2021,2021
5.0,17.0,0.0,9.0,5.0,2.0,Leeds,4.0,3.8,1.83,4.0,3.8,1.85,2021-02-14,14,E0,2.0,4.0,H,4.0,8.0,0.0,13.0,5.0,0.0,3.0,H,0.0,Arsenal,3.85,3.8,1.9,02,S Attwell,4.0,3.8,1.87,2021,2021
6.0,9.0,0.0,10.0,4.0,2.0,Wolves,3.1,3.2,2.37,3.0,3.2,2.45,2021-02-14,14,E0,2.0,1.0,A,4.0,10.0,0.0,7.0,3.0,0.0,1.0,H,2.0,Southampton,3.1,3.2,2.4,02,G Scott,3.1,3.13,2.45,2021,2021
5.0,10.0,0.0,10.0,7.0,0.0,Man United,1.3,5.5,10.0,1.35,5.25,8.5,2021-02-14,14,E0,1.0,1.0,D,4.0,13.0,0.0,7.0,3.0,1.0,1.0,D,5.0,West Brom,1.33,5.5,8.75,02,C Pawson,1.3,5.5,10.0,2021,2021
7.0,12.0,0.0,8.0,5.0,2.0,Sheffield United,5.25,3.75,1.66,5.0,3.75,1.72,2021-02-15,15,E0,0.0,3.0,H,7.0,11.0,0.0,13.0,9.0,0.0,1.0,H,0.0,West Ham,5.0,3.65,1.73,02,S Hooper,5.25,3.7,1.7,2021,2021
5.0,13.0,0.0,10.0,4.0,0.0,Newcastle,12.0,6.5,1.22,12.0,6.75,1.22,2021-02-15,15,E0,0.0,2.0,H,10.0,9.0,0.0,18.0,5.0,0.0,2.0,H,0.0,Chelsea,13.0,6.25,1.25,02,P Bankes,11.5,5.5,1.29,2021,2021
5.0,13.0,0.0,8.0,3.0,1.0,Fulham,2.7,3.2,2.75,2.7,3.2,2.7,2021-02-17,17,E0,1.0,1.0,D,5.0,7.0,0.0,8.0,3.0,0.0,0.0,D,1.0,Burnley,2.7,3.1,2.8,02,J Moss,2.75,3.1,2.75,2021,2021
10.0,8.0,0.0,16.0,7.0,1.0,Man City,1.33,5.5,8.5,1.36,5.25,7.75,2021-02-17,17,E0,3.0,1.0,A,0.0,8.0,0.0,3.0,2.0,1.0,1.0,D,2.0,Everton,1.35,5.25,8.5,02,A Marriner,1.33,5.25,9.5,2021,2021
9.0,8.0,0.0,18.0,7.0,0.0,Leeds,3.0,3.3,2.37,3.2,3.3,2.3,2021-02-19,19,E0,0.0,1.0,H,7.0,13.0,0.0,15.0,5.0,0.0,0.0,D,1.0,Wolves,3.05,3.3,2.4,02,D Coote,3.0,3.4,2.38,2021,2021
4.0,14.0,0.0,4.0,2.0,2.0,Sheffield United,3.6,3.2,2.15,3.5,3.2,2.2,2021-02-20,20,E0,0.0,1.0,H,6.0,11.0,0.0,15.0,7.0,0.0,0.0,D,1.0,Fulham,3.6,3.15,2.2,02,M Atkinson,3.7,3.2,2.15,2021,2021
6.0,10.0,0.0,9.0,3.0,1.0,Chelsea,1.7,3.8,5.0,1.75,3.75,4.75,2021-02-20,20,E0,1.0,1.0,D,3.0,10.0,0.0,4.0,1.0,0.0,1.0,H,1.0,Southampton,1.73,3.75,4.8,02,A Taylor,1.73,3.75,4.8,2021,2021
5.0,10.0,1.0,10.0,3.0,0.0,West Brom,4.0,3.3,2.0,3.9,3.4,2.0,2021-02-20,20,E0,0.0,0.0,D,5.0,16.0,0.0,6.0,1.0,0.0,0.0,D,3.0,Burnley,3.95,3.3,2.0,02,M Dean,4.1,3.25,2.0,2021,2021
2.0,10.0,0.0,9.0,6.0,1.0,Everton,7.0,4.5,1.44,7.0,4.4,1.48,2021-02-20,20,E0,2.0,0.0,A,7.0,10.0,0.0,15.0,6.0,1.0,0.0,A,2.0,Liverpool,6.25,4.6,1.5,02,C Kavanagh,7.0,4.6,1.44,2021,2021
7.0,7.0,0.0,20.0,4.0,3.0,Tottenham,2.7,3.4,2.62,2.8,3.4,2.5,2021-02-21,21,E0,1.0,2.0,H,5.0,14.0,0.0,4.0,4.0,0.0,1.0,H,4.0,West Ham,2.7,3.3,2.65,02,C Pawson,2.75,3.3,2.63,2021,2021
8.0,12.0,0.0,16.0,7.0,1.0,Leicester,2.4,3.5,2.87,2.4,3.5,2.85,2021-02-21,21,E0,2.0,1.0,A,7.0,11.0,0.0,11.0,2.0,2.0,0.0,A,2.0,Aston Villa,2.45,3.45,2.85,02,M Oliver,2.4,3.5,2.88,2021,2021
3.0,9.0,0.0,15.0,3.0,2.0,Man City,1.5,4.33,6.5,1.55,4.1,6.25,2021-02-21,21,E0,1.0,0.0,A,1.0,11.0,0.0,7.0,1.0,1.0,0.0,A,2.0,Arsenal,1.53,4.3,6.0,02,J Moss,1.5,4.33,6.5,2021,2021
4.0,11.0,0.0,10.0,6.0,2.0,Newcastle,10.0,5.5,1.28,11.0,5.75,1.28,2021-02-21,21,E0,1.0,3.0,H,6.0,9.0,0.0,15.0,7.0,1.0,1.0,D,1.0,Man United,9.5,5.75,1.3,02,P Tierney,12.0,5.75,1.25,2021,2021
0.0,6.0,0.0,3.0,2.0,0.0,Crystal Palace,5.5,3.5,1.7,5.5,3.5,1.72,2021-02-22,22,E0,2.0,1.0,A,13.0,11.0,0.0,25.0,5.0,1.0,0.0,A,2.0,Brighton,5.5,3.5,1.73,02,K Friend,5.5,3.5,1.73,2021,2021
4.0,13.0,0.0,13.0,5.0,2.0,Southampton,3.1,3.5,2.25,3.1,3.4,2.3,2021-02-23,23,E0,0.0,3.0,H,2.0,11.0,0.0,11.0,7.0,0.0,0.0,D,1.0,Leeds,3.0,3.45,2.35,02,A Marriner,3.0,3.6,2.3,2021,2021
2.0,11.0,0.0,9.0,3.0,1.0,West Ham,12.0,6.5,1.22,12.0,6.75,1.22,2021-02-27,27,E0,1.0,2.0,H,4.0,8.0,0.0,10.0,3.0,1.0,1.0,D,1.0,Man City,12.0,6.25,1.25,02,M Oliver,12.0,6.5,1.22,2021,2021
4.0,12.0,0.0,15.0,6.0,0.0,Brighton,1.95,3.3,4.2,1.91,3.5,4.1,2021-02-27,27,E0,0.0,1.0,H,7.0,11.0,0.0,6.0,2.0,0.0,1.0,H,0.0,West Brom,1.95,3.4,4.1,02,L Mason,1.93,3.4,4.2,2021,2021
5.0,14.0,0.0,9.0,4.0,2.0,Aston Villa,3.2,3.6,2.15,3.1,3.5,2.25,2021-02-27,27,E0,1.0,0.0,A,7.0,14.0,0.0,13.0,3.0,1.0,0.0,A,3.0,Leeds,3.1,3.65,2.2,02,P Bankes,3.13,3.6,2.2,2021,2021
5.0,13.0,0.0,14.0,4.0,0.0,Wolves,2.2,3.2,3.5,2.25,3.1,3.5,2021-02-27,27,E0,1.0,1.0,D,3.0,11.0,0.0,19.0,7.0,0.0,0.0,D,2.0,Newcastle,2.3,3.1,3.45,02,M Dean,2.25,3.1,3.5,2021,2021
3.0,9.0,0.0,16.0,8.0,0.0,Liverpool,1.36,5.0,8.0,1.42,4.75,7.5,2021-02-28,28,E0,2.0,0.0,A,4.0,9.0,0.0,8.0,2.0,0.0,0.0,D,0.0,Sheffield United,1.4,4.8,8.0,02,J Moss,1.4,4.75,8.0,2021,2021
7.0,3.0,0.0,12.0,4.0,1.0,Arsenal,2.8,3.4,2.5,2.85,3.4,2.45,2021-02-28,28,E0,3.0,1.0,A,2.0,15.0,0.0,8.0,3.0,2.0,1.0,A,2.0,Leicester,2.85,3.3,2.55,02,P Tierney,2.9,3.3,2.5,2021,2021
4.0,10.0,0.0,10.0,3.0,0.0,Burnley,6.5,4.0,1.53,6.75,3.9,1.55,2021-02-28,28,E0,0.0,4.0,H,3.0,6.0,0.0,16.0,7.0,0.0,3.0,H,0.0,Tottenham,6.25,4.1,1.55,02,K Friend,6.5,4.1,1.53,2021,2021
3.0,14.0,0.0,16.0,4.0,1.0,Fulham,2.2,3.2,3.5,2.25,3.2,3.4,2021-02-28,28,E0,0.0,0.0,D,1.0,10.0,0.0,3.0,0.0,0.0,0.0,D,1.0,Crystal Palace,2.25,3.15,3.45,02,A Taylor,2.25,3.1,3.5,2021,2021
4.0,12.0,0.0,11.0,4.0,2.0,Man United,3.4,3.4,2.15,3.4,3.3,2.2,2021-02-28,28,E0,0.0,0.0,D,3.0,11.0,0.0,18.0,6.0,0.0,0.0,D,1.0,Chelsea,3.3,3.25,2.25,02,S Attwell,3.25,3.3,2.25,2021,2021
10.0,9.0,0.0,9.0,1.0,2.0,Southampton,3.3,3.5,2.15,3.3,3.5,2.15,2021-03-01,01,E0,0.0,1.0,H,4.0,13.0,0.0,7.0,1.0,0.0,1.0,H,0.0,Everton,3.35,3.45,2.2,03,M Atkinson,3.4,3.4,2.15,2021,2021
2.0,5.0,0.0,6.0,1.0,1.0,Wolves,15.0,7.0,1.18,14.0,6.25,1.22,2021-03-02,02,E0,1.0,4.0,H,10.0,9.0,0.0,22.0,10.0,0.0,1.0,H,0.0,Man City,14.0,6.0,1.25,03,C Kavanagh,15.0,6.5,1.22,2021,2021
7.0,6.0,0.0,16.0,4.0,0.0,Aston Villa,2.05,3.4,3.75,2.0,3.5,3.8,2021-03-03,03,E0,0.0,1.0,H,2.0,13.0,1.0,9.0,2.0,0.0,1.0,H,1.0,Sheffield United,2.05,3.35,3.75,03,R Jones,2.05,3.3,3.9,2021,2021
6.0,13.0,0.0,11.0,1.0,0.0,Man United,1.4,4.75,8.0,1.45,4.5,7.0,2021-03-03,03,E0,0.0,0.0,D,4.0,4.0,0.0,8.0,2.0,0.0,0.0,D,1.0,Crystal Palace,1.45,4.6,7.25,03,A Marriner,1.44,4.5,7.5,2021,2021
8.0,12.0,0.0,15.0,4.0,2.0,Leicester,2.0,3.25,4.0,2.0,3.25,4.1,2021-03-03,03,E0,1.0,1.0,D,5.0,6.0,0.0,12.0,7.0,1.0,1.0,D,0.0,Burnley,2.05,3.3,3.85,03,A Madley,2.0,3.4,4.0,2021,2021
1.0,9.0,0.0,9.0,2.0,1.0,Tottenham,1.9,3.6,4.0,1.95,3.5,3.9,2021-03-04,04,E0,1.0,0.0,A,4.0,13.0,0.0,11.0,3.0,1.0,0.0,A,2.0,Fulham,1.95,3.5,3.9,03,D Coote,1.95,3.4,4.1,2021,2021
3.0,7.0,0.0,11.0,3.0,1.0,Everton,1.83,3.6,4.33,1.8,3.7,4.5,2021-03-04,04,E0,1.0,0.0,A,3.0,9.0,0.0,11.0,3.0,0.0,0.0,D,3.0,West Brom,1.83,3.6,4.4,03,D England,1.83,3.5,4.5,2021,2021
2.0,8.0,0.0,11.0,5.0,0.0,Chelsea,3.0,3.6,2.25,3.1,3.6,2.2,2021-03-04,04,E0,1.0,0.0,A,5.0,9.0,0.0,7.0,1.0,1.0,0.0,A,0.0,Liverpool,3.1,3.55,2.25,03,M Atkinson,3.13,3.5,2.25,2021,2021
3.0,13.0,0.0,10.0,2.0,0.0,Wolves,3.1,3.25,2.37,3.2,3.25,2.35,2021-03-06,06,E0,0.0,0.0,D,5.0,13.0,0.0,9.0,1.0,0.0,0.0,D,1.0,Aston Villa,3.1,3.1,2.45,03,A Madley,3.13,3.2,2.38,2021,2021
6.0,8.0,0.0,8.0,4.0,1.0,Leicester,2.8,3.25,2.55,2.8,3.2,2.6,2021-03-06,06,E0,2.0,1.0,A,6.0,14.0,0.0,7.0,2.0,0.0,1.0,H,0.0,Brighton,2.85,3.2,2.6,03,M Oliver,2.9,3.2,2.55,2021,2021
4.0,12.0,0.0,15.0,3.0,1.0,Arsenal,1.61,4.0,5.5,1.65,3.9,5.25,2021-03-06,06,E0,1.0,1.0,D,2.0,5.0,0.0,9.0,5.0,1.0,1.0,D,1.0,Burnley,1.65,3.9,5.25,03,A Marriner,1.65,3.8,5.75,2021,2021
3.0,11.0,0.0,15.0,5.0,3.0,Southampton,2.0,3.5,3.6,2.05,3.5,3.6,2021-03-06,06,E0,2.0,0.0,A,7.0,17.0,0.0,8.0,2.0,1.0,0.0,A,4.0,Sheffield United,2.15,3.25,3.6,03,P Tierney,2.1,3.25,3.75,2021,2021
4.0,8.0,0.0,10.0,3.0,3.0,Fulham,8.5,5.0,1.36,7.75,4.75,1.4,2021-03-07,07,E0,1.0,0.0,A,9.0,10.0,0.0,16.0,3.0,1.0,0.0,A,2.0,Liverpool,7.75,5.25,1.37,03,K Friend,8.5,5.0,1.36,2021,2021
2.0,12.0,0.0,8.0,6.0,3.0,Man United,7.0,4.5,1.45,6.75,4.2,1.5,2021-03-07,07,E0,2.0,0.0,A,6.0,9.0,0.0,23.0,6.0,1.0,0.0,A,0.0,Man City,6.5,4.4,1.5,03,A Taylor,7.0,4.33,1.5,2021,2021
5.0,17.0,0.0,5.0,1.0,3.0,Crystal Palace,7.0,4.5,1.45,7.0,4.6,1.45,2021-03-07,07,E0,1.0,4.0,H,1.0,8.0,0.0,12.0,5.0,1.0,1.0,D,2.0,Tottenham,6.75,4.4,1.5,03,S Attwell,7.5,4.4,1.45,2021,2021
7.0,10.0,0.0,9.0,5.0,0.0,Newcastle,3.1,3.2,2.37,3.0,3.2,2.45,2021-03-07,07,E0,0.0,0.0,D,9.0,11.0,0.0,13.0,3.0,0.0,0.0,D,0.0,West Brom,3.05,3.15,2.45,03,M Atkinson,3.2,3.13,2.4,2021,2021
3.0,12.0,0.0,7.0,1.0,3.0,Everton,6.5,4.0,1.53,6.0,4.0,1.57,2021-03-08,08,E0,0.0,2.0,H,7.0,11.0,0.0,19.0,9.0,0.0,1.0,H,0.0,Chelsea,6.5,4.1,1.53,03,D Coote,6.5,4.0,1.55,2021,2021
6.0,9.0,0.0,17.0,2.0,1.0,Leeds,3.5,3.6,2.05,3.5,3.5,2.1,2021-03-08,08,E0,0.0,2.0,H,6.0,9.0,0.0,16.0,5.0,0.0,2.0,H,1.0,West Ham,3.4,3.55,2.1,03,M Dean,3.5,3.6,2.05,2021,2021
5.0,4.0,0.0,11.0,6.0,0.0,Southampton,15.0,7.5,1.18,11.5,6.75,1.22,2021-03-10,10,E0,2.0,5.0,H,5.0,6.0,0.0,17.0,10.0,1.0,3.0,H,1.0,Man City,14.0,6.75,1.22,03,J Moss,17.0,7.5,1.17,2021,2021
2.0,10.0,0.0,15.0,6.0,3.0,Aston Villa,2.05,3.3,3.8,2.0,3.4,3.9,2021-03-12,12,E0,1.0,1.0,D,2.0,10.0,0.0,12.0,3.0,0.0,0.0,D,2.0,Newcastle,2.1,3.35,3.6,03,P Tierney,2.1,3.25,3.9,2021,2021
2.0,13.0,0.0,8.0,7.0,0.0,Man City,1.33,5.0,10.0,1.33,5.0,10.0,2021-03-13,13,E0,3.0,0.0,A,4.0,14.0,0.0,3.0,0.0,0.0,0.0,D,0.0,Fulham,1.37,4.9,8.5,03,A Marriner,1.33,5.0,10.0,2021,2021
4.0,6.0,0.0,14.0,5.0,4.0,Burnley,4.5,3.5,1.83,4.5,3.5,1.83,2021-03-13,13,E0,2.0,1.0,A,7.0,9.0,0.0,14.0,4.0,2.0,1.0,A,0.0,Everton,4.4,3.45,1.9,03,J Moss,4.5,3.5,1.85,2021,2021
5.0,6.0,0.0,15.0,8.0,0.0,Chelsea,1.7,4.0,4.75,1.75,3.9,4.5,2021-03-13,13,E0,0.0,0.0,D,8.0,16.0,0.0,7.0,4.0,0.0,0.0,D,3.0,Leeds,1.77,3.85,4.4,03,K Friend,1.73,3.9,4.8,2021,2021
2.0,15.0,0.0,12.0,1.0,1.0,West Brom,3.6,3.2,2.15,3.6,3.25,2.15,2021-03-13,13,E0,0.0,1.0,H,3.0,16.0,0.0,6.0,4.0,0.0,1.0,H,3.0,Crystal Palace,3.5,3.1,2.25,03,S Hooper,3.5,3.13,2.25,2021,2021
1.0,9.0,0.0,1.0,0.0,2.0,Sheffield United,6.5,4.2,1.5,7.0,4.25,1.48,2021-03-14,14,E0,0.0,5.0,H,9.0,10.0,0.0,19.0,10.0,0.0,1.0,H,0.0,Leicester,6.5,4.0,1.53,03,P Bankes,7.0,4.0,1.53,2021,2021
3.0,14.0,1.0,6.0,3.0,2.0,Tottenham,2.75,3.4,2.55,2.75,3.4,2.55,2021-03-14,14,E0,1.0,2.0,H,6.0,12.0,0.0,13.0,3.0,1.0,1.0,D,1.0,Arsenal,2.8,3.3,2.55,03,M Oliver,2.8,3.3,2.55,2021,2021
